-101.6,-32.0,-87.7,-118.6,-71.1,-136.4,-3.6,-78.6,-19.9,-45.4,-28.2,1.3999999999999997,-31.6,6.7,7.3999999999999995,-47.9,-15.3,-28.7,-76.3,-13.9,-25.9,4.2,4.8999999999999995,-18.9,2.1999999999999997,-32.3,3.6999999999999997,8.2,-63.1,6.4,-6.1000000000000005,-69.2,-23.0,1.2999999999999998,6.0,-56.9,-22.6,-6.4,-93.1,0.5999999999999999,8.0,2.8,-9.1,-14.3,-0.10000000000000023,-3.1,-44.7,8.4,-0.8000000000000002,5.3,-4.5,6.0,-37.2,-4.0,-8.9,7.1,4.5,0.4999999999999998,5.7,2.1999999999999997,4.5,-0.8000000000000005,3.5,4.8,6.2,-26.6,7.3999999999999995,4.8,-1.9000000000000001,1.2999999999999996,1.5999999999999999,-1.2000000000000004,6.5,-3.0000000000000004,-16.2,2.3999999999999995,-13.700000000000001,3.9999999999999996,-19.0,3.0999999999999996,-11.5,-13.8,-1.8,-31.6,-6.8,0.7999999999999998,6.6,-4.8,0.3999999999999997,-7.4,1.1999999999999997,-6.2,-4.1000000000000005,7.7,7.2,-1.5000000000000004,4.7,2.6999999999999997,7.0,8.5,
-91.8,5.1,-4.5,-30.4,-97.2,5.3999999999999995,-105.8,-2.6,-22.9,2.6999999999999997,-85.2,-51.6,-18.5,-28.900000000000002,2.3,-14.9,-37.8,8.4,-38.6,-31.400000000000002,-106.0,-1.0,-85.8,-11.6,-66.4,-17.3,-13.0,-8.5,-61.2,8.7,-24.5,-3.7,8.2,-3.9000000000000004,-49.9,0.6999999999999998,-2.0,-7.4,-9.600000000000001,0.5999999999999996,-4.000000000000001,1.0999999999999996,8.5,-53.5,-35.2,9.2,3.5,8.3,1.9999999999999996,7.7,5.3999999999999995,9.1,-18.7,5.6,7.2,-5.7,8.6,5.1,1.3999999999999997,5.1,8.9,8.1,0.5999999999999996,-8.1,-10.5,7.1,0.6999999999999996,-8.0,4.3999999999999995,-14.5,4.7,2.0,-2.3000000000000003,-33.300000000000004,-42.0,-1.9000000000000001,1.2999999999999998,6.3999999999999995,-2.1,1.3999999999999997,6.0,-0.7000000000000001,7.0,0.3999999999999996,0.8999999999999996,7.7,7.5,9.1,-5.4,4.5,8.7,4.5,7.0,8.3,8.9,6.0,-3.2,8.2,-2.9000000000000004,7.1,
8.2,-13.3,-117.2,-47.1,-98.6,3.8,-26.6,-8.4,-15.5,-8.200000000000001,-36.6,5.8999999999999995,-41.1,6.8999999999999995,-24.400000000000002,0.29999999999999993,-22.6,0.0999999999999999,-99.5,6.8999999999999995,-2.0000000000000004,1.7999999999999998,-145.1,-119.3,-10.5,-6.5,-61.0,-24.3,-62.2,-60.7,1.7999999999999998,1.1999999999999997,-20.4,-26.7,4.4,-7.5,4.8,-0.20000000000000012,-4.6000000000000005,-17.2,-12.9,-35.7,1.6999999999999997,-22.400000000000002,-37.0,-6.8,-27.6,-13.1,-3.5000000000000004,6.0,-12.700000000000001,0.6999999999999997,2.9999999999999996,-7.3,-18.7,0.1999999999999998,-2.6000000000000005,-22.8,3.1999999999999997,7.0,4.7,5.3999999999999995,5.1,6.5,7.6,2.4999999999999996,-16.3,7.2,8.4,-23.7,8.6,-1.1000000000000003,5.5,2.4999999999999996,-35.7,0.8999999999999997,-20.7,6.8999999999999995,1.7999999999999998,3.1999999999999997,6.6,0.8999999999999998,1.2999999999999998,-14.1,7.3999999999999995,7.7,8.4,3.3,-2.6000000000000005,7.1,7.6,4.699999999999999,7.8,-0.6000000000000005,-12.9,3.5,-15.1,-0.3000000000000005,5.7,6.2,
-7.6,-61.4,-95.9,-7.5,-23.7,-38.7,-20.7,-76.1,-54.7,-112.0,6.9,-34.0,-23.2,1.1999999999999997,-98.0,-17.3,-27.7,-49.4,-32.5,9.0,-0.8000000000000002,6.6,6.8,7.5,-46.5,3.2,-6.1000000000000005,-49.1,-76.7,-13.700000000000001,-13.4,-25.2,-3.5,6.0,-11.8,-14.3,5.0,2.8,-4.7,-19.2,-6.3,-58.4,-27.6,-0.3000000000000004,-1.5000000000000002,-41.9,3.0999999999999996,-11.8,-7.300000000000001,-6.7,-20.2,3.8,1.0999999999999999,-18.5,-31.900000000000002,0.6999999999999998,3.5999999999999996,-12.6,-85.0,-17.1,-3.5,-33.3,2.1,-5.6,7.8999999999999995,3.3,6.8999999999999995,7.8999999999999995,-16.0,-1.1000000000000003,4.7,6.7,-32.6,-4.6000000000000005,3.6999999999999997,7.8999999999999995,7.8,6.4,7.8,4.6,8.9,9.2,8.1,0.09999999999999967,7.5,1.3999999999999997,4.8999999999999995,5.5,2.5,8.3,-6.1000000000000005,-39.4,7.3,3.8,1.1999999999999997,9.0,3.3,8.8,7.5,2.8999999999999995,
-46.300000000000004,-32.5,-17.7,0.7999999999999998,-79.8,-81.3,4.6,-32.6,-42.5,-9.9,-34.2,-65.7,-35.8,-26.0,-203.0,-93.2,-6.3,-64.8,-79.1,-0.5000000000000003,-40.6,7.7,2.1999999999999997,3.5,1.4,-54.1,-18.8,-90.8,1.7999999999999998,-45.1,3.8,-0.10000000000000023,-38.1,-18.5,-47.4,3.6999999999999997,-6.2,-13.9,6.3999999999999995,-25.5,-27.3,6.4,-1.8000000000000003,4.1,-13.4,-9.3,3.1,2.8999999999999995,-9.5,-1.8000000000000003,-21.6,4.5,4.4,7.5,6.8,1.1999999999999997,5.5,-8.200000000000001,5.0,5.6,-40.3,-32.2,4.3,7.8999999999999995,-11.5,-2.2,4.8,7.0,1.2999999999999998,0.1999999999999998,-12.700000000000001,-3.3000000000000007,4.2,6.0,-9.6,-11.5,8.4,7.8999999999999995,7.6,3.9,-5.4,1.2999999999999996,-19.2,3.4999999999999996,1.7,-0.5000000000000004,-3.6,-0.40000000000000024,-6.0,1.1999999999999997,5.1,0.7999999999999997,2.9,-4.5,2.1999999999999997,2.8,4.0,8.9,8.3,7.7,
-25.0,-133.0,-30.6,-84.0,-24.0,-23.4,-60.4,-63.5,-86.2,-48.2,-2.9,-9.5,-122.7,-69.2,7.3,-3.0,-52.1,-89.3,-72.1,2.3,-94.1,-45.1,-12.6,-13.5,-0.5000000000000002,-4.300000000000001,-27.0,-23.5,-11.8,1.8999999999999995,-29.8,-56.9,-43.2,2.6999999999999997,3.1999999999999997,7.1,-70.7,-21.2,6.8,-7.5,7.7,0.09999999999999978,-1.3000000000000005,1.1999999999999997,1.4999999999999998,5.6,-1.1000000000000003,-5.5,2.6999999999999997,5.3999999999999995,-23.1,-51.9,-34.2,5.1,2.1999999999999997,8.3,-4.8,-7.9,-5.1000000000000005,1.0999999999999999,8.1,8.3,-9.9,8.3,-23.1,-19.8,1.8999999999999997,8.8,0.3999999999999998,7.6,-3.1000000000000005,-52.4,-2.3000000000000003,-7.500000000000001,-32.2,4.9,-0.6000000000000003,-45.0,-24.900000000000002,-0.40000000000000024,-29.2,5.1,3.9,-8.4,6.5,-6.4,3.3,-4.1000000000000005,8.8,6.8,8.4,5.8,-12.3,7.2,3.4999999999999996,2.1999999999999997,4.4,4.3999999999999995,-28.3,8.8,
-9.5,-35.2,-6.0,-55.3,-42.7,-1.2000000000000002,4.9,-23.7,-103.7,-92.3,-2.5,-80.1,-32.3,-6.2,-126.1,-83.0,-34.0,-27.7,-22.8,-76.9,-19.2,-0.7000000000000002,-3.5000000000000004,-170.2,-41.300000000000004,-7.6000000000000005,1.7999999999999996,-4.7,-7.5,-32.2,7.3,-21.4,-13.100000000000001,0.7999999999999997,-75.4,5.7,-8.4,-35.9,7.3999999999999995,-8.0,7.0,-2.9000000000000004,2.5,-35.8,-12.1,6.0,-8.7,8.9,-8.8,-3.900000000000001,-5.2,8.6,-78.8,1.9999999999999996,0.4999999999999998,5.8,-0.8000000000000005,-18.1,4.8,7.3999999999999995,0.2999999999999997,3.9999999999999996,5.199999999999999,-0.30000000000000027,-37.1,4.8,-17.3,-5.4,-3.9000000000000004,-62.1,7.0,-20.5,-0.9000000000000004,0.3999999999999996,8.6,-2.8000000000000003,6.2,-3.1,6.6,-7.800000000000001,-13.1,-17.2,3.3,-36.7,3.4999999999999996,-26.9,3.3,6.3,-0.8000000000000002,7.8,7.8999999999999995,-3.1,2.6999999999999997,2.3,-38.1,-15.8,9.0,8.8,-0.5000000000000001,4.3999999999999995,
-14.9,-134.4,6.8,-24.0,-13.9,3.4,-86.5,4.7,-16.9,-20.4,-12.200000000000001,0.8999999999999998,8.0,-159.6,-136.1,-4.7,-4.6,-4.2,1.7,-40.3,-60.9,-6.2,1.4,-19.6,-7.0,-1.2000000000000002,3.1999999999999997,-9.700000000000001,-66.5,-48.3,2.1,-54.6,-57.2,-17.7,8.2,-19.4,-11.7,-10.3,4.6,-23.900000000000002,6.8999999999999995,-27.900000000000002,-8.7,8.5,-47.2,2.4,0.2999999999999997,-2.9000000000000004,7.8999999999999995,-1.7000000000000004,8.8,2.5999999999999996,8.5,6.5,4.2,3.1999999999999997,7.6,-2.6,-0.20000000000000012,4.1,5.3,8.0,6.1,-0.40000000000000013,3.1999999999999997,7.0,6.9,-2.9000000000000004,8.4,-39.8,6.0,4.2,6.7,-10.200000000000001,8.8,7.8999999999999995,-59.6,-41.6,8.4,3.5999999999999996,-10.5,-5.1000000000000005,-18.6,9.0,4.7,1.5999999999999999,3.4999999999999996,7.8999999999999995,-1.6000000000000005,2.3,1.4999999999999998,8.9,7.1,4.8999999999999995,0.6999999999999997,6.0,-3.9,8.9,4.3999999999999995,3.4,
-48.4,-64.2,0.7,-20.8,6.6,-18.8,-87.7,-34.1,-47.4,-138.1,-55.5,-9.8,-136.3,6.4,-90.8,-21.5,3.8,0.5999999999999996,-74.6,-93.4,5.3,6.1,-58.9,-80.1,3.8,-6.0,7.5,-11.4,6.6,1.1999999999999997,-50.5,-19.8,-63.1,7.5,6.2,9.2,-47.0,7.8,7.0,-8.8,1.2999999999999998,-7.0,1.2999999999999998,4.199999999999999,2.3999999999999995,-10.9,7.7,-7.4,-21.2,-29.0,6.4,6.2,-19.2,2.4,-26.3,-2.0,-34.3,-5.0,-32.3,-9.3,-0.7000000000000004,-87.0,-17.1,8.4,6.4,6.2,-5.7,8.4,6.1,7.8,-8.700000000000001,-17.9,6.8,8.3,-0.3000000000000004,7.3999999999999995,7.3,2.9,3.8,6.8,-6.7,3.8,-6.6000000000000005,-1.3000000000000003,7.0,8.5,4.8,-5.8,6.3,5.5,3.6999999999999997,3.6999999999999997,0.9999999999999998,3.5,1.7999999999999998,0.09999999999999945,6.8,8.3,-20.400000000000002,-24.3,
-12.1,-156.4,-32.5,-20.0,6.2,-35.4,7.8999999999999995,-41.1,-12.4,-12.7,-1.8000000000000003,-3.7,-2.0,-39.1,-7.800000000000001,-45.8,-168.2,2.1999999999999997,-70.2,-181.7,-29.900000000000002,-31.1,-47.8,5.0,-5.5,-2.6,-41.0,0.3999999999999999,-27.0,3.0,-57.1,-7.1,-108.6,3.1999999999999997,-34.1,-24.1,-18.9,-94.2,0.2999999999999998,4.8999999999999995,-6.2,1.7999999999999998,7.3999999999999995,-35.7,1.6999999999999997,1.2999999999999998,-3.0000000000000004,0.49999999999999967,-19.8,1.4999999999999998,4.4,6.8,0.6999999999999996,-5.800000000000001,-0.5000000000000003,-6.1000000000000005,-9.6,5.6,5.0,-29.1,8.7,6.3,-1.9000000000000001,5.1,7.0,8.0,-7.000000000000001,-54.1,4.2,4.4,2.5,5.1,-27.6,5.8,9.1,6.6,2.8,3.6999999999999997,0.4999999999999999,8.2,9.2,9.1,7.7,-10.5,-1.4000000000000004,7.3,7.8,8.4,4.1,-6.800000000000001,-2.8000000000000007,3.0,-6.2,7.2,0.4999999999999998,5.8,8.7,7.7,-6.6000000000000005,-9.3,
-76.7,-12.200000000000001,-71.7,-20.6,-94.2,-7.4,6.3,-78.5,-88.7,-7.1000000000000005,8.3,-3.4,-0.10000000000000023,-14.4,-19.3,6.1,3.8,-19.3,-0.7000000000000002,-6.1000000000000005,-113.2,-67.7,2.5999999999999996,6.3,-11.4,-12.1,6.3,4.1,-22.2,-8.3,6.7,-1.2000000000000002,-71.2,-35.2,-3.0,-69.9,-6.4,-134.5,4.6,-27.4,-25.8,-9.0,8.9,-1.7000000000000004,7.0,-69.9,-1.6000000000000005,-6.0,-63.2,1.1999999999999997,-14.200000000000001,-2.0000000000000004,-11.4,7.7,2.0999999999999996,-40.5,2.4999999999999996,-35.5,7.6,6.2,-2.6000000000000005,-4.1000000000000005,9.0,1.8999999999999997,-3.3000000000000003,-8.9,-9.8,4.4,2.6999999999999997,8.1,5.3,-0.9,8.0,-3.9000000000000004,-13.1,-16.5,-32.5,9.1,8.0,7.8,-3.9000000000000004,6.3,-30.5,8.5,-24.0,6.2,-4.2,3.4,8.7,3.5999999999999996,5.0,-1.4000000000000004,7.3,2.1999999999999997,5.6,5.5,8.0,5.5,5.5,2.0999999999999996,
-9.1,-10.4,-44.4,-16.0,-61.8,-20.6,-77.0,-61.1,-17.4,-24.1,-20.3,-141.0,-15.0,-64.3,-26.0,-39.7,2.5,-33.5,-14.9,-2.9000000000000004,-33.6,-21.5,-45.7,-95.4,-34.9,-0.9000000000000002,4.0,-4.4,-9.3,-6.4,-12.0,6.6,-14.3,-60.5,0.2999999999999998,-63.5,-13.200000000000001,3.6999999999999997,1.6999999999999997,5.3999999999999995,6.8,7.1,-64.1,3.3,-1.2000000000000004,8.0,-37.3,-32.8,4.8,6.6,-19.3,-0.3000000000000005,8.6,9.1,6.3,8.2,7.1,1.5999999999999999,7.7,3.0,-5.2,6.1,0.49999999999999956,-68.0,-17.0,6.8999999999999995,7.8999999999999995,3.3,-4.7,7.1,-26.2,6.8999999999999995,0.09999999999999978,0.5999999999999996,-17.6,4.3,8.8,6.8999999999999995,7.6,-1.3000000000000003,-23.900000000000002,5.3,6.5,-23.2,6.7,-11.5,-7.7,-9.4,5.2,1.7999999999999998,5.6,7.6,-41.6,-3.1,-30.7,-20.5,-11.2,-3.3000000000000003,2.6,6.4,
-75.4,-86.7,3.6999999999999997,-66.5,-27.9,1.4999999999999998,-39.0,-163.7,-51.1,1.5999999999999996,-9.3,-76.0,-45.1,7.3999999999999995,4.5,-65.3,-87.7,-40.6,-6.6000000000000005,-7.3,8.9,1.9,4.3,-17.1,-54.0,8.5,-26.1,-42.1,-22.0,-17.7,-57.5,-22.7,-43.8,-1.2000000000000004,-71.0,-1.5000000000000004,-37.2,-3.5,-3.7000000000000006,6.7,-71.8,4.6,6.0,-73.7,6.8,-20.1,-11.0,-2.0,-11.1,6.5,-11.5,6.6,9.1,-0.5000000000000002,6.3,0.8999999999999999,-3.1,-0.40000000000000024,-25.1,0.3999999999999997,3.9,5.0,-4.3,-8.8,8.4,7.8999999999999995,2.3999999999999995,-35.8,6.7,7.0,8.8,-15.5,-7.2,-6.300000000000001,0.1999999999999998,7.8999999999999995,4.8,-5.7,-39.1,7.8999999999999995,6.3999999999999995,4.3999999999999995,3.6999999999999997,-20.1,3.0999999999999996,-12.6,6.6,1.9999999999999996,-1.4000000000000004,6.5,-4.2,6.8,5.1,-1.0000000000000004,3.9999999999999996,-0.10000000000000023,0.8999999999999995,3.9,5.5,8.5,
-205.7,-23.1,6.9,-23.4,-5.7,-28.0,-23.5,-22.7,-39.3,-26.400000000000002,-9.1,-155.3,-60.6,1.5999999999999999,-5.2,3.8999999999999995,-51.7,-49.5,-17.400000000000002,7.8999999999999995,-22.1,-19.1,-40.0,4.7,1.4999999999999998,-50.5,-37.0,7.0,-2.220446049250313e-16,-93.0,-22.6,-27.1,-45.5,7.4,-47.0,-19.9,-19.6,-14.8,-16.2,-39.8,2.0999999999999996,2.1999999999999997,-9.4,-5.6,-38.6,-2.6,1.0999999999999996,4.3,1.9999999999999996,4.0,-4.0,-19.7,4.3,8.4,7.3999999999999995,7.8999999999999995,-25.7,-31.5,6.7,5.2,0.2999999999999998,4.0,3.0999999999999996,6.2,6.8,7.2,8.7,8.1,8.8,1.7,3.0999999999999996,1.2999999999999998,4.8999999999999995,0.9999999999999998,7.3999999999999995,8.8,-26.7,-4.6000000000000005,5.8999999999999995,2.6999999999999997,6.2,2.5,8.2,7.5,6.3,7.2,8.2,-0.10000000000000056,-25.8,-25.9,6.8999999999999995,1.6999999999999997,-11.1,-2.9,5.5,1.5999999999999999,6.6,-11.9,7.3999999999999995,-45.6,
-133.3,-67.5,-5.1000000000000005,2.6999999999999997,-2.5,-4.8,-17.2,-68.7,-81.2,-40.4,-85.0,-29.400000000000002,1.8999999999999995,-57.8,-76.0,7.1,-8.7,-38.7,-46.6,1.6999999999999997,-43.6,-30.1,-7.4,-196.8,-51.4,-37.9,3.0999999999999996,2.5,0.5999999999999999,6.2,-17.8,-36.1,-7.9,8.3,-39.4,0.7,5.8999999999999995,-21.1,7.5,-8.9,6.3999999999999995,8.3,2.4,7.6,-8.1,-7.800000000000001,-8.8,-19.5,7.8,-1.5000000000000004,4.6,3.6999999999999997,-36.7,-2.6,4.6,4.3999999999999995,6.8999999999999995,-25.1,5.6,6.6,7.3,-3.5,-6.9,7.6,8.7,8.2,3.1999999999999997,1.4999999999999996,2.6999999999999997,-27.0,-4.4,-3.5000000000000004,-22.1,6.3,2.4999999999999996,-1.4000000000000001,4.8999999999999995,-9.3,0.7999999999999997,-17.5,-8.0,-1.3000000000000003,7.7,6.3999999999999995,6.1,6.3,5.8999999999999995,7.1,6.0,5.8999999999999995,-5.2,-4.8,-12.0,1.7999999999999998,1.4999999999999998,5.1,-0.10000000000000023,1.5999999999999999,-4.0,-4.5,
2.9,-34.9,7.0,-50.0,-21.6,-54.8,-89.0,7.2,-155.1,-114.3,5.8999999999999995,-33.3,-31.8,6.8,-94.1,-89.5,-11.700000000000001,-12.4,6.6,-27.6,3.4999999999999996,-40.2,-88.5,-1.2000000000000004,-25.3,-6.4,8.2,3.6999999999999997,-8.3,4.8,-18.0,-1.4000000000000004,-24.0,-24.7,-10.4,-6.0,-16.2,-37.6,-1.9000000000000001,-38.3,0.8999999999999998,6.1,6.2,7.2,7.1,6.6,2.0999999999999996,-56.2,4.2,-21.5,7.3999999999999995,8.8,3.5999999999999996,-3.7,-14.8,5.6,1.9999999999999996,9.2,1.7999999999999998,-3.0000000000000004,-10.1,-20.1,-1.9000000000000001,5.1,-8.200000000000001,2.6,-4.4,-0.8000000000000002,9.0,-4.300000000000001,6.3,3.3,6.3,-9.5,2.4999999999999996,-6.0,8.0,5.2,6.6,7.8999999999999995,8.4,-0.20000000000000012,3.9999999999999996,-5.7,-0.20000000000000023,-3.8000000000000003,-13.700000000000001,-10.9,5.5,8.7,-27.6,9.2,7.5,-3.7,-5.800000000000001,4.699999999999999,-4.1000000000000005,-5.1000000000000005,8.4,5.8,
